ID,Plant,Height,Width 1,Width 2,Stem Diameter,Date Measured,Notes
965,HEWH (White),25,27.4,19,,5-Jun,
966,HEAR,,,,,5-Jun,np
967,ADFA (Orange + Green),,,,,5-Jun,dead
968,SAAP (White + Green),25,9.8,8.5,0.6,5-Jun,
969,HEWH (White),,,,,5-Jun,np
970,ENCA (Pink),,,,,5-Jun,np
971,CEOL (Orange),18.5,13.7,7.4,0.39,5-Jun,
972,ADFA (Orange + Green),50.4,45,10.5,2.6,5-Jun,
973,MALA (White + Yellow),38.2,12.9,12.8,0.58,5-Jun,
974,SANI (Orange + Yellow),12.9,8.75,7.3,0.42,5-Jun,
975,CEOL (Orange),35.6,9,6,0.32,5-Jun,
976,RHOV (White + Pink),,,,,5-Jun,dead
977,SAAP (White + Green),33,28.75,19.9,0.7,5-Jun,
978,RHOV (White + Pink),10.4,6.2,5.8,0.4,5-Jun,
979,ENCA (Pink),59.5,25.75,18.5,0.9,5-Jun,
980,ENCA (Pink),38.2,34.5,16,0.68,5-Jun,
981,HEWH (White),,,,,5-Jun,np
982,ADFA (Orange + Green),,,,,5-Jun,dead
983,HEWH (White),,,,,5-Jun,np
984,HEWH (White),36.25,33.5,5.4,,5-Jun,
985,MALA (White + Yellow),38.4,27.9,23.25,0.75,5-Jun,
986,SANI (Orange + Yellow),,,,,5-Jun,"np, g"
987,CEOL (Orange),25.6,9.4,6.4,0.38,5-Jun,
988,MALA (White + Yellow),8.5,17.6,3.9,0.39,5-Jun,
989,SANI (Orange + Yellow),,,,,5-Jun,dead
990,CEOL (Orange),,,,,5-Jun,np
991,CEOL (Orange),,,,,5-Jun,"np, g"
992,CEOL (Orange),24,11.2,9.7,0.48,5-Jun,
993,ADFA (Orange + Green),,,,,5-Jun,"dead, g"
994,ADFA (Orange + Green),54.6,37,32.4,2.7,5-Jun,
995,HEWH (White),,,,,5-Jun,np
996,ENCA (Pink),,,,,5-Jun,np
997,ENCA (Pink),32.5,34.1,13,0.75,5-Jun,
998,ADFA (Orange + Green),42.5,55,44,0.8,5-Jun,
999,ENCA (Pink),,,,,5-Jun,np
1000,RHOV (White + Pink),12.9,7,3.3,0.3,5-Jun,
1001,CEOL (Orange),40.6,17.9,10.9,0.59,24-Jun,herbivorized
1002,SAME (Orange + Pink),36.1,18.2,16.4,1.6,25-Jun,
1003,MALA (White + Yellow),,,,,25-Jun,np
1004,HEWH (White),,,,,25-Jun,dead
1005,CEOL (Orange),,,,,25-Jun,dead
1006,HEWH (White),21.3,34.4,19.4,,25-Jun,
1007,ADFA (Orange + Green),52.9,46.1,28.1,0.9,25-Jun,
1008,RHOV (White + Pink),,,,,25-Jun,dead
1009,HEWH (White),42.5,51.5,41,,25-Jun,
1010,ADFA (Orange + Green),,,,,25-Jun,dead
1011,RHOV (White + Pink),18.6,8.3,8,0.3,25-Jun,
1012,MALA (White + Yellow),,,,,25-Jun,np
1013,SANI (Orange + Yellow),,,,,25-Jun,"np, g"
1014,ENCA (Pink),54.5,43.1,17.6,1.1,26-Jun,
1015,ENCA (Pink),,,,,26-Jun,np
1016,MALA (White + Yellow),,,,,25-Jun,dead
1017,HEWH (White),24.5,27,14.2,,25-Jun,
1018,HEWH (White),,,,,25-Jun,dead
1019,CEOL (Orange),38.5,26.4,23.8,0.4,25-Jun,
1020,SAME (Orange + Pink),27.2,11.5,8.6,0.4,25-Jun,
1021,RHOV (White + Pink),12.1,5.6,5.1,0.3,26-Jun,
1022,CEOL (Orange),43.6,23.5,18.5,0.5,26-Jun,
1023,CEOL (Orange),38.5,12.8,10.7,0.4,26-Jun,
1024,CEOL (Orange),36.4,9.9,10.1,0.3,26-Jun,
1025,HEWH (White),21.4,36,32.1,,26-Jun,
1026,HEWH (White),10.4,31,23.9,,26-Jun,
1027,CEOL (Orange),37.1,19.9,11.7,0.4,26-Jun,
1028,HEWH (White),26.2,27.1,29.4,,26-Jun,
1029,ADFA (Orange + Green),,,,,,
1030,HEWH (White),37.6,33.3,26.1,,26-Jun,
1031,RHOV (White + Pink),26.1,15.1,10.4,0.7,26-Jun,
1032,ADFA (Orange + Green),45.9,39.8,31.2,0.7,26-Jun,
1033,CEOL (Orange),27.6,8.1,9,0.3,25-Jun,
1034,ADFA (Orange + Green),45.3,21.1,26.2,0.8,25-Jun,
1035,CEOL (Orange),,,,,25-Jun,dead
1036,RHOV (White + Pink),,,,,25-Jun,dead
1037,HEWH (White),37.1,27.5,17.9,,25-Jun,
1038,CEOL (Orange),,,,,25-Jun,dead
1039,SAAP (White + Green),,,,,25-Jun,np
1040,HEWH (White),28.9,48.9,11.8,,25-Jun,
1041,HEWH (White),29.4,30.5,30.2,,25-Jun,
1042,CEOL (Orange),,,,,25-Jun,np
1043,RHOV (White + Pink),24.8,12.9,6.6,0.39,25-Jun,
1044,MALA (White + Yellow),10.5,3.9,3.8,0.34,25-Jun,
1045,ENCA (Pink),58.3,47.2,42.1,1.55,25-Jun,
1046,ENCA (Pink),32,67,25.2,0.72,25-Jun,
1047,HEWH (White),8.6,22.3,9.4,,25-Jun,
1048,ADFA (Orange + Green),,,,,25-Jun,dead
1049,CEOL (Orange),12.6,3.8,3.4,0.23,26-Jun,
1050,SAAP (White + Green),41.8,28,19.8,0.55,25-Jun,
1051,HEWH (White),33.1,31.2,29.7,,26-Jun,
1052,RHOV (White + Pink),20.2,11.4,8,0.31,26-Jun,
1053,MALA (White + Yellow),26.8,12.4,8.1,0.45,25-Jun,
1054,HEWH (White),21.3,37.5,20.6,,25-Jun,
1055,ENCA (Pink),32.3,30.5,26.8,0.42,25-Jun,
1056,HEWH (White),27.2,22.2,16.8,,25-Jun,
1057,SAME (Orange + Pink),11.2,9,6.2,0.26,25-Jun,
1058,ENCA (Pink),31.8,51.9,37.8,0.54,26-Jun,
1059,MALA (White + Yellow),18.8,5.5,5.2,0.24,25-Jun,
1060,ADFA (Orange + Green),20.8,63.6,44.2,0.7,25-Jun,
1061,CEOL (Orange),31.9,12.9,8.4,0.29,25-Jun,
1062,CEOL (Orange),30.6,7.8,4.3,0.3,25-Jun,
1063,HEWH (White),31.7,30.5,26.4,,25-Jun,
1064,ADFA (Orange + Green),67.3,36.2,24.9,0.8,25-Jun,
1065,MALA (White + Yellow),48.9,25.1,11.9,0.5,26-Jun,
1066,SANI (Orange + Yellow),,,,,26-Jun,dead
1067,HEWH (White),15.3,13.1,9.4,,26-Jun,
1068,HEWH (White),29.7,34.2,27.2,,26-Jun,
1069,ENCA (Pink),46.9,28.4,21.8,0.39,26-Jun,
1070,SANI (Orange + Yellow),26.9,8.4,8.1,0.52,26-Jun,
1071,RHOV (White + Pink),,,,,25-Jun,np
1072,RHOV (White + Pink),,,,,25-Jun,np
1073,HEWH (White),21.9,20,13.8,,25-Jun,
1074,ENCA (Pink),53.1,27.9,18.8,0.65,25-Jun,
1075,SAAP (White + Green),,,,,25-Jun,np
1076,MALA (White + Yellow),18,34,7.8,0.4,25-Jun,
1077,RHOV (White + Pink),,,,,,
1078,HEWH (White),,,,,25-Jun,np
1079,SAAP (White + Green),17.9,4.2,4,0.26,25-Jun,
1080,ENCA (Pink),57.2,34.8,24.2,0.5,25-Jun,
1081,CEOL (Orange),14.1,4.2,3.2,0.22,25-Jun,
1082,ENCA (Pink),34.9,18.5,15.6,0.4,26-Jun,
1083,HEWH (White),18.1,20.8,8.7,,26-Jun,
1084,ENCA (Pink),64.7,17.6,10.5,0.58,26-Jun,
1085,RHOV (White + Pink),13.6,10,6.8,0.31,26-Jun,
1086,RHOV (White + Pink),23.8,12.1,11.8,0.47,26-Jun,
1087,MALA (White + Yellow),,,,,26-Jun,np
1088,RHOV (White + Pink),,,,,26-Jun,dead
1089,SANI (Orange + Yellow),44,27.8,22.7,0.9,25-Jun,
1090,HEWH (White),22.1,32.3,10.5,,25-Jun,
1091,HEWH (White),,,,,25-Jun,np
1092,CEOL (Orange),,,,,25-Jun,dead
1093,ENCA (Pink),53.8,26.1,18.1,0.62,25-Jun,
1094,CEOL (Orange),32.5,11.1,7.2,0.48,25-Jun,
1095,ENCA (Pink),25.9,7.3,5.9,0.39,25-Jun,
1096,HEWH (White),23.2,31.2,27.8,,25-Jun,
1097,CEOL (Orange),31.8,6.8,4.9,0.32,26-Jun,
1098,HEWH (White),33.8,12.5,12.1,,26-Jun,
1099,CEOL (Orange),16.9,4,3.4,0.17,26-Jun,
1100,SANI (Orange + Yellow),37.5,16.9,11.1,0.51,26-Jun,
1101,RHOV (White + Pink),41.4,17.7,8.3,0.7,25-Jun,
1102,RHOV (White + Pink),8.2,5.7,4.6,0.5,25-Jun,
1103,SAAP (White + Green),40.2,37,21.3,0.7,25-Jun,
1104,RHOV (White + Pink),6.5,6.5,3.7,0.3,25-Jun,
1105,HEWH (White),15.2,10.3,2.3,,25-Jun,
1106,RHOV (White + Pink),,,,,25-Jun,dead
1107,SANI (Orange + Yellow),,,,,25-Jun,dead
1108,ADFA (Orange + Green),,,,,25-Jun,dead
1109,ADFA (Orange + Green),,,,,25-Jun,dead
1110,HEWH (White),,,,,25-Jun,np
1111,CEOL (Orange),,,,,25-Jun,dead
1112,CEOL (Orange),,,,,25-Jun,np
1113,SAME (Orange + Pink),6,1.9,1.2,0.2,25-Jun,
1114,ENCA (Pink),41.1,29.1,17,0.7,25-Jun,
1115,RHOV (White + Pink),16.1,7.2,8.3,0.4,25-Jun,
1116,HEWH (White),21.2,11,5.2,,25-Jun,
1117,ENCA (Pink),,,,,25-Jun,np
1118,RHOV (White + Pink),21.2,11,5.2,,25-Jun,
1119,CEOL (Orange),,,,,25-Jun,np
1120,ADFA (Orange + Green),30.4,25.5,36.7,1.7,25-Jun,
1121,CEOL (Orange),23.7,10.4,7,0.4,25-Jun,
1122,ENCA (Pink),51.4,51.6,36.9,1.1,25-Jun,flowering
1123,HEWH (White),,,,,,
1124,RHOV (White + Pink),18.7,9.8,8,0.4,25-Jun,
1125,SAAP (White + Green),,,,,25-Jun,dead
1126,CEOL (Orange),12.5,3.1,12.7,0.3,25-Jun,g.a.
1127,ADFA (Orange + Green),47,39.5,27,0.9,25-Jun,
1128,HEWH (White),30.8,15.6,6.6,,25-Jun,
1129,ENCA (Pink),,,,,25-Jun,np
1130,SAME (Orange + Pink),,,,,25-Jun,dead
1131,CEOL (Orange),,,,,26-Jun,dead
1132,CEOL (Orange),,,,,26-Jun,np
1133,ENCA (Pink),,,,,26-Jun,dead but flowered
1134,SAME (Orange + Pink),,,,,26-Jun,np
1135,ENCA (Pink),,,,,25-Jun,"dead, g"
1136,ENCA (Pink),67.3,36.5,32,1,25-Jun,flowering
1137,MALA (White + Yellow),,,,,26-Jun,dead
1138,RHOV (White + Pink),,,,,26-Jun,np
1139,SAME (Orange + Pink),29,9.4,5,0.4,26-Jun,
1140,SAME (Orange + Pink),38.5,10.3,3.9,0.5,26-Jun,
1141,HEWH (White),24.4,22.1,7.5,,26-Jun,
1142,CEOL (Orange),8.6,3,1.4,0.2,26-Jun,
1143,MALA (White + Yellow),,,,,26-Jun,np
1144,HEWH (White),28,22,20.4,,26-Jun,
1145,SANI (Orange + Yellow),,,,,26-Jun,dead
1146,HEWH (White),,,,,26-Jun,np
1147,HEWH (White),29.9,36,22.5,,26-Jun,
1148,CEOL (Orange),,,,,26-Jun,dead
1149,SANI (Orange + Yellow),26,10.4,9.1,0.5,26-Jun,
1150,HEWH (White),,,,,26-Jun,np
1151,CEOL (Orange),,,,,26-Jun,np
1152,HEAR,,,,,26-Jun,dead
1153,MALA (White + Yellow),39.1,12.1,9,0.4,26-Jun,
1154,SANI (Orange + Yellow),5.3,3.6,3,0.4,26-Jun,
1155,SAAP (White + Green),32.1,23.1,19,1,26-Jun,
1156,SAME (Orange + Pink),10.6,3.4,2.6,0.3,26-Jun,
1157,HEWH (White),,,,,26-Jun,np
1158,SAAP (White + Green),,,,,26-Jun,dead
1159,ADFA (Orange + Green),28.1,55.2,38,1.3,26-Jun,
1160,HEWH (White),,,,,26-Jun,dead
1161,ENCA (Pink),,,,,26-Jun,np
1162,ENCA (Pink),,,,,26-Jun,np
1163,SANI (Orange + Yellow),,,,,26-Jun,np
1164,SAME (Orange + Pink),,,,,26-Jun,np
1165,SAME (Orange + Pink),,,,,26-Jun,np
1166,RHOV (White + Pink),,,,,26-Jun,np
1167,HEWH (White),13.1,30.5,9.1,,26-Jun,
1168,MALA (White + Yellow),,,,,26-Jun,dead
1169,SAME (Orange + Pink),,,,,26-Jun,dead
1170,CEOL (Orange),45.3,10.5,7,0.3,26-Jun,
1171,SANI (Orange + Yellow),20.8,5,2.1,0.4,26-Jun,
1172,CEOL (Orange),,,,,26-Jun,dead
1173,SANI (Orange + Yellow),,,,,26-Jun,dead
1174,ENCA (Pink),35.5,23.9,15.4,0.5,26-Jun,
1175,ADFA (Orange + Green),66.1,35.5,23.6,0.6,26-Jun,
1176,ENCA (Pink),,,,,26-Jun,dead
1177,RHOV (White + Pink),16.5,10,9,0.5,26-Jun,
1178,RHOV (White + Pink),,,,,26-Jun,np
1179,ENCA (Pink),12.4,6,4.9,0.5,26-Jun,
1180,MALA (White + Yellow),29.4,26.8,15.6,0.62,26-Jun,
1181,CEOL (Orange),,,,,26-Jun,"dead, maybe bud"
1182,HEWH (White),21.2,22.7,15.5,,26-Jun,
1183,ADFA (Orange + Green),42.1,21.5,12.9,1.36,26-Jun,
1184,CEOL (Orange),,,,,26-Jun,"np, g"
1185,CEOL (Orange),41,18,16.2,0.61,26-Jun,
1186,MALA (White + Yellow),,,,,26-Jun,"np, g"
1187,RHOV (White + Pink),,,,,26-Jun,dead
1188,CEOL (Orange),20,5.2,2.6,0.3,26-Jun,
1189,CEOL (Orange),,,,,26-Jun,dead
1190,CEOL (Orange),,,,,26-Jun,dead
1191,ADFA (Orange + Green),53.2,33.9,30.5,0.9,26-Jun,
1192,ENCA (Pink),,,,,26-Jun,
1193,SAME (Orange + Pink),,,,,26-Jun,
1194,ADFA (Orange + Green),,,,,26-Jun,
1195,MALA (White + Yellow),,,,,26-Jun,
1196,MALA (White + Yellow),,,,,26-Jun,np
1197,SANI (Orange + Yellow),,,,,,
1198,RHOV (White + Pink),28.6,12,10.9,0.4,26-Jun,
1199,SAME (Orange + Pink),,,,,26-Jun,np
1200,ENCA (Pink),47.3,21.2,14.5,0.58,26-Jun,
1201,ADFA (Orange + Green),,,,,25-Jun,dead
1202,SAAP (White + Green),,,,,25-Jun,dead
1203,HEWH (White),27.3,21.6,14.3,,25-Jun,
1204,RHOV (White + Pink),36.9,12.9,13.1,0.6,25-Jun,
1205,SANI (Orange + Yellow),11.5,9.1,2.6,0.3,25-Jun,
1206,CEOL (Orange),,,,,,
1207,SANI (Orange + Yellow),,,,,25-Jun,dead
1208,HEWH (White),,,,,25-Jun,np
1209,ADFA (Orange + Green),,,,,25-Jun,dead
1210,SAAP (White + Green),,,,,25-Jun,np
1211,SANI (Orange + Yellow),30.6,17.3,17.2,1,25-Jun,
1212,CEOL (Orange),31.4,16.2,12.1,0.5,25-Jun,
1213,ENCA (Pink),36.7,13.4,10.5,0.5,25-Jun,
1214,SAAP (White + Green),,,,,25-Jun,np
1215,RHOV (White + Pink),20.9,11,7.9,0.4,25-Jun,
1216,SAME (Orange + Pink),,,,,25-Jun,np
1217,RHOV (White + Pink),,,,,25-Jun,np
1218,MALA (White + Yellow),35.2,16,10.2,0.4,25-Jun,
1219,CEOL (Orange),,,,,25-Jun,dead
1220,SAAP (White + Green),,,,,25-Jun,dead
1221,ENCA (Pink),,,,,25-Jun,dead
1222,ADFA (Orange + Green),46.8,50.1,12.1,1.2,25-Jun,
1223,HEWH (White),,,,,25-Jun,dead
1224,ADFA (Orange + Green),20.7,21.1,12.8,,25-Jun,
1225,MALA (White + Yellow),,,,,25-Jun,dead
1226,ENCA (Pink),42.9,20.6,12.4,0.5,26-Jun,
1227,ADFA (Orange + Green),36.1,45.3,34.1,1.19,25-Jun,
1228,CEOL (Orange),,,,,26-Jun,dead
1229,HEWH (White),,,,,26-Jun,np
1230,SAAP (White + Green),,,,,26-Jun,dead
1231,HEAR,,,,,26-Jun,np
1232,HEWH (White),22,21.5,11.8,,26-Jun,"sad, g.a."
1233,SAME (Orange + Pink),,,,,26-Jun,dead
1234,CEOL (Orange),30,11.1,7.8,0.26,26-Jun,
1235,MALA (White + Yellow),27.4,15.6,11.6,0.42,26-Jun,
1236,RHOV (White + Pink),,,,,25-Jun,np
1237,RHOV (White + Pink),,,,,26-Jun,np
1238,ADFA (Orange + Green),55.4,32.4,24,1.34,26-Jun,
1239,ADFA (Orange + Green),,,,,26-Jun,dead
1240,ADFA (Orange + Green),,,,,26-Jun,dead
1241,HEWH (White),21.2,26.8,15.3,,26-Jun,
1242,SANI (Orange + Yellow),59.2,29.1,25.8,0.91,26-Jun,
1243,ADFA (Orange + Green),,,,,26-Jun,dead
1244,RHOV (White + Pink),25.8,10.9,8.7,0.4,25-Jun,
1245,ADFA (Orange + Green),50.1,55.5,27.1,0.6,25-Jun,
1246,SANI (Orange + Yellow),15.5,3.3,2.7,0.45,25-Jun,
1247,ADFA (Orange + Green),52,41.2,33,1.19,25-Jun,
1248,SANI (Orange + Yellow),22.1,19.6,18.4,0.6,25-Jun,
1249,ADFA (Orange + Green),,,,,25-Jun,np
1250,RHOV (White + Pink),,,,,25-Jun,np
1251,ENCA (Pink),20.2,8.1,5.2,0.36,25-Jun,
1252,HEWH (White),22.5,12.5,7.2,,25-Jun,
1253,RHOV (White + Pink),14.4,5.7,4.8,0.3,25-Jun,
1254,CEOL (Orange),,,,,25-Jun,np
1255,RHOV (White + Pink),22,18.6,10.3,0.8,25-Jun,
1256,HEWH (White),20.9,28.7,8.4,,25-Jun,
1257,HEWH (White) RHOV,14,12.6,6.6,0.4,25-Jun,
1258,RHOV (White + Pink),20.1,5.6,4.1,0.3,25-Jun,
1259,CEOL (Orange),,,,,25-Jun,
1260,RHOV (White + Pink),,,,,25-Jun,dead
1261,RHOV (White + Pink),,,,,25-Jun,"np, g"
1262,MALA (White + Yellow),32.3,33.2,11,0.53,25-Jun,
1263,SANI (Orange + Yellow),,,,,25-Jun,np
1264,RHOV (White + Pink),5,3.7,2.1,0.25,25-Jun,
1265,HEWH (White),,,,,25-Jun,np
1266,RHOV (White + Pink),15.9,18.1,4.2,0.3,25-Jun,
1267,CEOL (Orange),,,,,25-Jun,dead
1268,MALA (White + Yellow),,,,,25-Jun,dead
1269,MALA (White + Yellow),,,,,25-Jun,dead
1270,ADFA (Orange + Green),,,,,25-Jun,dead
1271,SAME (Orange + Pink),,,,,25-Jun,"np, g"
1272,ENCA (Pink),,,,,25-Jun,"np, g"
1273,ENCA (Pink),49,22.1,16.4,1,25-Jun,
1274,ADFA (Orange + Green),,,,,25-Jun,dead
1275,ADFA (Orange + Green),,,,,24-Jun,dead
1276,RHOV (White + Pink),,,,,24-Jun,np
1277,MALA (White + Yellow),39.2,14,11.9,0.44,25-Jun,
1278,SANI (Orange + Yellow),18.9,3,2.4,0.49,25-Jun,
1279,HEWH (White),19.5,13.8,6.1,,25-Jun,
1280,SANI (Orange + Yellow),23.8,25.4,13.1,0.51,25-Jun,
1281,CEOL (Orange),20.1,4.9,2.6,0.26,25-Jun,
1282,CEOL (Orange),,,,,25-Jun,dead
1283,ENCA (Pink),,,,,25-Jun,not cut
1284,HEWH (White),30,28.5,5.2,,25-Jun,
1285,CEOL (Orange),42.1,9.9,8.4,0.4,25-Jun,
1286,HEWH (White),28.8,44.5,34.7,,25-Jun,
1287,HEWH (White),,,,,25-Jun,np
1288,SAAP (White + Green),,,,,25-Jun,dead
1289,ADFA (Orange + Green),63.9,38.7,32.3,1.5,25-Jun,
1290,HEAR,,,,,25-Jun,dead
1291,SAME (Orange + Pink),33,13.2,13,0.4,25-Jun,
1292,ENCA (Pink),,,,0.43,25-Jun,
1293,HEWH (White),11,4.1,2.9,,25-Jun,
1294,RHOV (White + Pink),4.4,2.4,2,0.31,25-Jun,
1295,CEOL (Orange),,,,,25-Jun,np
1296,MALA (White + Yellow),32.8,13.1,6.3,0.46,25-Jun,
1297,HEWH (White),29.5,51.2,24.9,,25-Jun,
1298,ADFA (Orange + Green),41.5,37.3,31.3,0.95,25-Jun,
1299,CEOL (Orange),10.2,8.4,5.4,0.22,25-Jun,
1300,ENCA (Pink),,,,,26-Jun,np
1301,ADFA (Orange + Green),26.1,42.8,34.1,0.7,26-Jun,
1302,HEWH (White),25.1,17.1,17,,26-Jun,
1303,ENCA (Pink),24.1,13.1,7.6,0.3,26-Jun,
1304,ENCA (Pink),54.6,32.1,30.1,0.9,26-Jun,
1305,ADFA (Orange + Green),60.7,43.3,40.5,2.4,26-Jun,
1306,MALA (White + Yellow),34.1,13.7,8.3,0.4,26-Jun,
1307,SAAP (White + Green),27.5,20,14.3,1,26-Jun,
1308,ENCA (Pink),70.8,15.5,11.8,0.58,26-Jun,
1309,NO PLANT,,,,,26-Jun,not cut
1310,RHOV (White + Pink),21.9,7.4,5.2,0.37,26-Jun,
1311,HEWH (White),,,,,26-Jun,dead
1312,RHOV (White + Pink),18,9.5,6,0.4,26-Jun,
1313,RHOV (White + Pink),25,13.2,11.1,0.6,26-Jun,
1314,SAME (Orange + Pink),,,,,26-Jun,dead
1315,ENCA (Pink),59.3,46.5,38.2,1.2,26-Jun,
1316,SAME (Orange + Pink),32,14.1,10.5,0.4,26-Jun,
1317,HEWH (White),24.1,36,31.5,,26-Jun,
1318,SANI (Orange + Yellow),17.8,9.5,11.5,0.5,26-Jun,
1319,SAAP (White + Green),,,,,26-Jun,np
1320,SAME (Orange + Pink),47.6,17,14.5,0.5,26-Jun,
1321,CEOL (Orange),5.1,5.9,3.2,0.2,26-Jun,herbivorized
1322,RHOV (White + Pink),32.5,13.6,9.6,0.5,26-Jun,
1323,HEWH (White),9.5,3,0.6,,26-Jun,
1324,SAME (Orange + Pink),8.1,9.7,2,0.3,26-Jun,herbivorized
1325,SAME (Orange + Pink),33.8,15,14.7,0.5,26-Jun,
1326,MALA (White + Yellow),13.1,5,4.1,0.3,26-Jun,herbivorized
1327,SANI (Orange + Yellow),,,,,26-Jun,dead
1328,SAME (Orange + Pink),31.3,15.5,14.9,0.4,26-Jun,
1329,HEWH (White),23.4,40.2,15,,26-Jun,
1330,ENCA (Pink),41,15,13.1,0.5,26-Jun,
1331,SAME (Orange + Pink),20.6,12.4,6.4,0.3,26-Jun,
1332,ENCA (Pink),,,,,26-Jun,dead
1333,HEWH (White),28.2,26,29.5,,26-Jun,
1334,HEWH (White),24.1,48.6,35.2,,26-Jun,
1335,ENCA (Pink),,,,,26-Jun,dead
1336,NO PLANT,,,,,,
1337,NO PLANT,,,,,,
1338,CEOL (Orange),31.3,29,7.1,0.3,26-Jun,
1339,HEWH (White),29.1,22.3,4.3,,26-Jun,
1340,CEOL (Orange),,,,,26-Jun,np
1341,SANI (Orange + Yellow),,,,,26-Jun,dead
1342,ENCA (Pink),23.4,30.1,15.6,0.3,26-Jun,
1343,SAAP (White + Green),32.6,22.9,19.4,0.9,26-Jun,
1344,CEOL (Orange),,,,,26-Jun,dead
1345,RHOV (White + Pink),26.4,14.5,11.1,0.4,26-Jun,
1346,HEWH (White),18.5,11.1,6.8,,26-Jun,
1347,ADFA (Orange + Green),60.1,45.5,41.1,1.7,26-Jun,
1348,MALA (White + Yellow),,,,,26-Jun,dead
1349,SAME (Orange + Pink),36.8,14.9,14.1,0.5,26-Jun,
1350,RHOV (White + Pink),22.9,11.5,14.4,1,26-Jun,
1351,ADFA (Orange + Green),62.1,43.2,29.4,0.9,26-Jun,
1352,CEOL (Orange),,,,,26-Jun,dead
1353,RHOV (White + Pink),,,,,26-Jun,dead
1354,HEWH (White),27,23.4,4.2,,26-Jun,
1355,SANI (Orange + Yellow),20.6,14.9,14.9,0.5,26-Jun,
1356,RHOV (White + Pink),26.9,11.9,10,0.4,26-Jun,
1357,ENCA (Pink),,,,,26-Jun,dead
1358,CEOL (Orange),,,,,26-Jun,np
1359,ADFA (Orange + Green),,,,,26-Jun,dead
1360,CEOL (Orange),,,,,26-Jun,np
1361,ENCA (Pink),,,,,26-Jun,np
1362,ADFA (Orange + Green),44,40.3,35.6,0.65,26-Jun,
1363,SAME (Orange + Pink),,,,,26-Jun,np
1364,RHOV (White + Pink),13.8,7.3,5.8,0.24,26-Jun,
1365,ENCA (Pink),,,,,26-Jun,"dead, maybe bud"
1366,SAAP (White + Green),20,4.4,3.7,0.33,26-Jun,
1367,RHOV (White + Pink),21,11.8,9.8,0.3,26-Jun,
1368,RHOV (White + Pink),27.9,12.9,10.3,0.4,26-Jun,
1369,ENCA (Pink),31.8,41.2,26.5,0.5,26-Jun,
1370,HEWH (White),,,,,26-Jun,"np, g"
1371,CEOL (Orange),,,,,26-Jun,"np, g"
1372,HEWH (White),21.2,13.1,10.2,,26-Jun,
1373,MALA (White + Yellow),19,22.3,7.8,0.35,26-Jun,
1374,SANI (Orange + Yellow),,,,,26-Jun,"np, g"
1375,CEOL (Orange),,,,,26-Jun,np
1376,HEAR,24.2,11.9,8.7,0.33,26-Jun,
1377,SANI (Orange + Yellow),32,29.4,10.9,0.46,26-Jun,
1378,SAME (Orange + Pink),,,,,,
1379,HEWH (White),,,,,26-Jun,"np, buried"
1380,RHOV (White + Pink),,,,,26-Jun,dead
1381,CEOL (Orange),,,,,26-Jun,np
1382,SAME (Orange + Pink),,,,,26-Jun,np
1383,RHOV (White + Pink),22,11.8,10.3,0.65,25-Jun,
1384,CEOL (Orange),13.4,8,5.3,0.27,25-Jun,
1385,SAAP (White + Green),,,,,26-Jun,np
1386,RHOV (White + Pink),,,,,,
1387,CEOL (Orange),37,17.5,11.8,0.3,26-Jun,
1388,CEOL (Orange),,,,,26-Jun,np
1389,HEWH (White),,,,,26-Jun,"np, buried"
1390,RHOV (White + Pink),13.4,10.8,8.9,0.5,25-Jun,
1391,CEOL (Orange),,,,,26-Jun,"dead, maybe bud"
1392,CEOL (Orange),30.3,7.4,4.3,0.26,26-Jun,
1393,SANI (Orange + Yellow),24.3,10.4,9,0.8,25-Jun,
1394,ADFA (Orange + Green),54.5,55.6,36,0.72,26-Jun,
1395,ADFA (Orange + Green),56.2,35.9,31,0.82,26-Jun,
1396,HEWH (White),,,,,26-Jun,"np, g"
1397,MALA (White + Yellow),,,,,,
1398,HEWH,24.2,32,26.3,,26-Jun,
1399,RHOV (White + Pink),28.5,17.3,11.2,0.57,26-Jun,
1400,SAAP (White + Green),8.7,5.8,3.9,0.26,26-Jun,
1401,CEOL (Orange),28.2,14.9,12.2,0.37,25-Jun,
1402,RHOV (White + Pink),12.4,6.8,5,0.38,25-Jun,
1403,MALA (White + Yellow),37.5,14.1,11.3,0.6,26-Jun,
1404,HEAR,,,,,5-Jun,np
1405,RHOV (White + Pink),,,,,26-Jun,"np, buried"
1406,CEOL (Orange),27.4,5,4.2,0.24,26-Jun,
1407,HEAR,14,9,8.5,0.27,5-Jun,
1408,RHOV (White + Pink),,,,,,
1409,HEAR,,,,,5-Jun,np
1410,HEAR,15.7,7.8,7.2,0.3,5-Jun,
1411,HEAR,13,7,6.6,0.35,5-Jun,
1412,RHOV (White + Pink),37.5,14.5,11,0.51,26-Jun,
1413,RHOV (White + Pink),16.8,10.9,7.3,0.39,26-Jun,
1414,RHOV (White + Pink),17.8,9.8,7,0.32,26-Jun,
1415,HEAR,,,,,26-Jun,dead
1416,HEAR,,,,,,
1417,HEAR,13.5,10.6,10.1,0.39,5-Jun,
1418,ADFA (Orange + Green),52.3,40,23.9,1.4,26-Jun,
1419,SAAP (White + Green),,,,,26-Jun,dead
1420,HEAR,,,,,26-Jun,"dead, g"
1421,HEAR,16.4,9.5,7.4,0.38,5-Jun,
1422,HEAR,,,,,,
